Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1988,1988,An,7000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1989,1989,t,69.05
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1989,1989,An,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1990,1990,t,62.63
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1990,1990,An,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1991,1991,t,61.66
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1991,1991,An,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1992,1992,t,58.07
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1992,1992,An,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1993,1993,t,54.69
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1993,1993,An,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1994,1994,t,55.24
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1994,1994,An,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1995,1995,t,57.17
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1995,1995,An,3700.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1996,1996,t,61.11
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1996,1996,An,3900.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1997,1997,t,68.29
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1997,1997,An,4400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1998,1998,t,64.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1998,1998,An,4200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1999,1999,t,58.76
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",1999,1999,An,3800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2000,2000,t,56.83
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2000,2000,An,4000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2001,2001,t,51.44
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2001,2001,An,3000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2002,2002,t,42.81
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2002,2002,An,3000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2003,2003,t,37.35
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2003,2003,An,2000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2004,2004,t,35.01
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2004,2004,An,2000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2005,2005,t,34.25
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2005,2005,An,2200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2006,2006,t,11.95
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2006,2006,An,765.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2007,2007,t,41.22
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2007,2007,An,2656.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2008,2008,t,24.44
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2008,2008,An,1572.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2009,2009,t,24.17
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2009,2009,An,1600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2010,2010,t,24.86
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2010,2010,An,1600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2011,2011,t,25.34
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2011,2011,An,1600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2012,2012,t,22.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2012,2012,An,1426.8
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2013,2013,t,20.57
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2013,2013,An,1298.63
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2014,2014,t,25.61
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2014,2014,An,1618.42
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2015,2015,t,25.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2015,2015,An,1620.42
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2016,2016,t,25.99
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2016,2016,An,1654.15
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2017,2017,t,26.11
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5320,Producing Animals/Slaughtered,1098,"Edible offals of horses and other equines,  fresh, chilled or frozen",2017,2017,An,1661.87
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1961,1961,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1961,1961,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1961,1961,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1962,1962,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1962,1962,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1962,1962,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1963,1963,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1963,1963,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1963,1963,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1964,1964,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1964,1964,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1964,1964,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1965,1965,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1965,1965,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1965,1965,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1966,1966,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1966,1966,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1966,1966,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1967,1967,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1967,1967,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1967,1967,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1968,1968,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1968,1968,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1968,1968,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1969,1969,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1969,1969,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1969,1969,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1970,1970,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1970,1970,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1970,1970,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1971,1971,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1971,1971,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1971,1971,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1972,1972,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1972,1972,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1972,1972,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1973,1973,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1973,1973,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1973,1973,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1974,1974,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1974,1974,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1974,1974,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1975,1975,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1975,1975,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1975,1975,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1976,1976,ha,35.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1976,1976,kg/ha,142857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1976,1976,t,5000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1977,1977,ha,32.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1977,1977,kg/ha,150000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1977,1977,t,4800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1978,1978,ha,45.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1978,1978,kg/ha,148888.9
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1978,1978,t,6700.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1979,1979,ha,47.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1979,1979,kg/ha,148936.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1979,1979,t,7000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1980,1980,ha,53.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1980,1980,kg/ha,160377.4
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1980,1980,t,8500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1981,1981,ha,50.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1981,1981,kg/ha,162000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1981,1981,t,8100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1982,1982,ha,60.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1982,1982,kg/ha,166666.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1982,1982,t,10000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1983,1983,ha,65.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1983,1983,kg/ha,183076.9
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1983,1983,t,11900.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1984,1984,ha,65.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1984,1984,kg/ha,180000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1984,1984,t,11700.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1985,1985,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1985,1985,kg/ha,153000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1985,1985,t,15300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1986,1986,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1986,1986,kg/ha,190000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1986,1986,t,19000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1987,1987,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1987,1987,kg/ha,200000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1987,1987,t,20000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1988,1988,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1988,1988,kg/ha,206000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1988,1988,t,20600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1989,1989,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1989,1989,kg/ha,250000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1989,1989,t,25000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1990,1990,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1990,1990,kg/ha,266000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1990,1990,t,26600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1991,1991,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1991,1991,kg/ha,302000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1991,1991,t,30200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1992,1992,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1992,1992,kg/ha,294000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1992,1992,t,29400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1993,1993,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1993,1993,kg/ha,348000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1993,1993,t,34800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1994,1994,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1994,1994,kg/ha,342000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1994,1994,t,34200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1995,1995,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1995,1995,kg/ha,353000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1995,1995,t,35300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1996,1996,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1996,1996,kg/ha,369000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1996,1996,t,36900.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1997,1997,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1997,1997,kg/ha,359000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1997,1997,t,35900.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1998,1998,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1998,1998,kg/ha,370000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1998,1998,t,37000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),1999,1999,ha,90.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),1999,1999,kg/ha,422222.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),1999,1999,t,38000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),2000,2000,ha,80.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),2000,2000,kg/ha,412500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),2000,2000,t,33000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),2001,2001,ha,70.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),2001,2001,kg/ha,442857.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),2001,2001,t,31000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),2002,2002,ha,77.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),2002,2002,kg/ha,428571.4
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),2002,2002,t,33000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),2003,2003,ha,85.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),2003,2003,kg/ha,458823.5
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),2003,2003,t,39000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),2004,2004,ha,89.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),2004,2004,kg/ha,460674.2
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),2004,2004,t,41000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),2005,2005,ha,90.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),2005,2005,kg/ha,466666.7
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),2005,2005,t,42000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),2006,2006,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),2006,2006,kg/ha,400000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),2006,2006,t,40000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),2007,2007,ha,100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5412,Yield,399,Eggplants (aubergines),2007,2007,kg/ha,410000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,399,Eggplants (aubergines),2007,2007,t,41000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5312,Area harvested,399,Eggplants (aubergines),2008,2008,ha,100.0
